86,8,62,2
2,78,40,2
62,29,34,2
73,97,49,3
34,46,47,1
20,40,77,1
50,8,22,3
53,54,79,2
79,50,66,3
51,24,19,1
26,61,41,2
85,50,89,2
58,36,52,2
32,7,81,2
65,66,57,1
43,21,42,3
96,39,78,3
10,82,35,2
17,86,24,1
79,29,19,2
62,5,52,2
34,56,25,2
50,71,63,1
56,83,93,1
24,13,74,1
73,8,81,1
64,36,44,2
85,45,75,2
34,37,16,3
23,44,43,1
37,43,99,1
86,77,23,1
79,29,50,1
4,34,63,1
87,89,19,1
96,34,5,2
21,93,67,2
5,48,0,3
6,39,40,2
66,11,42,2
69,84,89,1
73,46,30,3
58,72,6,2
35,29,3,2
60,11,5,2
62,98,52,1
94,78,28,3
13,67,4,3
82,1,47,3
76,5,96,2
16,80,31,1
91,67,48,2
9,80,52,2
67,91,10,3
62,92,50,2
35,17,31,2
34,48,39,2
52,79,70,2
50,48,38,1
24,6,12,3
0,47,39,3
39,55,91,2
20,63,0,1
36,55,90,3
35,82,94,3
97,64,60,2
59,23,14,2
62,11,38,1
27,76,0,1
95,61,85,1
80,67,56,1
2,37,8,2
71,22,44,1
85,70,78,1
53,48,22,2
18,62,30,2
95,41,85,2
26,43,96,2
18,64,16,3
95,9,0,3
63,99,1,2
29,1,56,1
28,8,74,2
99,70,16,3
57,99,51,1
86,88,66,1
70,16,23,2
82,55,76,1
98,17,0,1
75,63,47,3
34,17,25,1
78,30,73,1
23,97,15,2
15,72,75,2
43,82,97,2
25,78,7,2
30,46,37,3
26,8,43,3
85,88,96,3
76,82,44,3
27,85,83,1
70,53,51,3
2,78,6,3
16,60,20,3
23,14,81,2
8,16,25,3
15,23,74,1
71,95,36,3
85,2,9,3
87,73,65,3
27,69,61,1
2,92,83,3
38,22,66,1
12,43,98,3
30,6,45,2
95,10,65,1
47,6,64,1
7,59,23,2
20,10,65,1
66,5,11,1
82,39,6,2
49,31,28,2
40,73,3,2
18,24,97,2
90,41,98,3
31,6,96,2
13,42,50,3
53,3,15,1
4,93,70,2
54,48,16,3
49,8,74,1
42,3,49,3
87,69,67,1
68,55,3,3
70,89,67,3
7,97,38,3
38,99,90,2
98,28,18,1
12,92,28,2
61,98,13,1
10,74,69,2
58,40,76,3
23,98,99,3
78,90,20,2
7,3,27,3
87,50,6,3
3,57,72,3
21,97,73,3
60,29,4,2
79,83,2,1
39,79,42,1
96,9,49,1
24,86,9,3
41,81,5,3
48,83,34,1
36,57,11,3
47,94,79,2
19,55,52,2
88,19,84,2
9,20,67,3
79,47,80,1
32,77,20,2
41,60,9,3
82,49,20,1
71,46,50,3
84,26,21,2
8,77,71,2
58,92,25,1
64,86,29,1
84,74,99,1
77,84,39,2
34,88,37,2
43,11,23,1
98,84,85,2
58,79,87,3
90,93,68,1
71,16,23,3
51,56,85,2
34,57,72,3
87,40,2,2
32,38,88,1
18,79,89,2
0,73,56,2
49,48,35,2
6,66,67,1
59,13,63,1
99,61,72,1
32,25,26,2
51,48,16,1
99,46,24,1
76,15,77,1
43,31,98,2
40,11,32,1
93,87,64,1
58,72,57,1
77,96,79,2
33,54,2,1
48,29,62,1
55,12,77,1
58,89,96,1
19,69,13,1
40,88,5,2
91,24,13,2
62,42,12,1
30,59,88,3
37,26,81,3
86,11,24,1
49,33,10,3
61,99,54,1
15,11,74,2
54,0,52,2
38,26,32,2
81,9,60,3
19,10,50,1
54,28,36,3
82,77,20,1
60,30,56,1
50,48,81,1
24,87,75,2
57,93,29,3
69,67,7,2
72,83,39,1
71,66,76,2
9,91,15,2
46,31,56,3
75,57,44,1
18,33,29,1
3,1,50,2
37,13,25,2
79,36,74,3
47,0,97,3
83,40,71,3
53,48,34,1
26,17,1,3
96,64,39,3
48,81,9,3
81,43,70,3
20,52,67,2
66,53,10,1
20,94,18,1
43,56,59,3
3,99,23,2
8,1,92,2
59,19,49,1
38,91,16,1
26,28,58,2
47,30,53,1
51,91,37,2
56,45,46,1
10,11,8,2
5,66,67,3
46,95,75,1
66,13,68,1
13,67,96,3
6,65,68,1
2,48,73,3
21,58,45,1
15,21,13,2
27,68,64,2
35,32,4,2
73,54,12,3
79,19,22,1
71,24,68,2
31,48,22,2
51,76,39,3
4,86,17,1
89,0,41,1
37,86,27,1
92,28,70,1
23,37,79,2
56,27,33,2
89,42,5,2
61,8,39,2
74,45,37,1
50,57,33,2
8,78,24,1
53,85,17,2
13,86,9,2
32,57,85,2
47,20,95,1
42,46,6,3
42,66,26,1
52,24,99,3
11,15,76,1
82,59,90,3
84,73,41,1
45,78,92,3
66,13,30,1
51,72,98,2
91,87,86,3
95,39,5,2
37,44,81,1
41,89,90,2
18,44,26,2
1,87,20,1
99,84,34,3
70,50,33,3
17,85,77,2
59,15,51,1
71,95,60,1
0,36,48,1
30,62,10,2
20,73,64,3
26,47,87,1
74,59,14,1
22,92,73,3
47,79,80,1
72,20,19,2
99,30,77,2
4,82,58,1
80,30,91,3
85,34,70,1
35,29,88,1
45,6,40,2
58,81,86,2
86,9,8,3
83,69,0,1
37,58,55,3
82,81,45,1
29,83,43,3
57,62,73,3
16,30,78,1
18,65,19,2
85,61,66,1
6,69,86,3
31,75,12,3
74,68,14,2
29,60,72,3
43,65,42,3
49,51,19,1
87,29,73,2
75,60,77,1
61,85,22,2
75,25,10,1
5,28,16,1
80,48,30,3
31,55,53,2
84,83,37,1
50,94,78,2
79,96,5,3
32,41,38,3
89,47,70,2
31,75,28,3
29,52,4,2
61,42,63,1
59,5,63,3
83,33,65,3
3,85,79,2
20,60,31,1
57,79,73,1
18,16,67,3
31,56,89,3
53,88,89,1
2,32,44,3
24,40,76,1
28,12,23,1
51,79,13,2
52,83,69,2
48,32,77,2
87,47,20,2
1,53,26,3
51,86,12,3
63,37,1,1
94,42,41,2
99,96,19,1
67,32,73,1
92,76,88,2
51,26,25,1
7,13,58,2
14,40,10,1
88,29,11,1
21,34,51,1
96,58,31,1
32,42,31,2
5,47,73,1
46,36,97,1
60,39,69,3
37,66,12,2
28,2,82,2
45,61,38,2
42,91,56,3
25,58,91,2
46,21,10,1
69,92,93,2
9,26,77,1
18,44,28,1
78,23,86,3
55,52,9,3
67,7,34,2
79,49,50,3
12,71,82,1
68,74,6,2
3,36,65,2
97,81,82,2
26,96,57,3
35,40,48,1
12,55,66,2
29,46,90,1
29,71,95,3
92,49,96,3
77,17,25,3
3,51,87,3
19,50,29,2
50,68,46,1
69,85,63,3
55,70,92,2
30,72,91,2
85,9,90,3
33,23,10,3
61,25,0,3
37,6,84,1
4,66,67,3
48,5,41,1
88,57,6,2
67,12,25,1
36,12,87,1
2,27,68,2
74,18,24,2
27,54,60,2
31,85,95,3
28,52,13,2
69,68,91,1
87,35,25,1
44,40,85,1
46,78,36,1
44,27,29,2
76,84,67,1
24,11,39,1
6,10,46,2
93,43,58,2
6,99,93,3
94,0,69,1
84,96,48,2
99,94,39,1
30,2,54,3
30,33,96,3
15,73,30,1
34,67,32,3
48,69,70,2
44,77,29,1
43,84,19,1
96,40,9,1
30,34,59,1
58,93,46,3
1,42,21,3
97,12,55,2
72,69,52,1
4,93,40,1
5,48,74,2
64,95,89,2
73,20,38,3
21,45,44,1
57,25,32,2
81,49,20,3
80,84,45,1
94,24,64,2
43,26,44,1
78,80,7,2
28,46,36,1
51,10,13,1
95,72,7,3
86,7,52,3
29,77,27,1
46,17,67,3
84,74,60,3
13,22,74,3
0,52,99,1
37,97,84,3
70,45,41,3
85,51,46,3
50,27,73,3
59,77,44,2
53,91,4,2
33,76,14,3
93,33,59,2
50,26,5,1
29,89,8,3
85,28,54,1
21,65,1,1
34,11,87,2
66,64,12,2
50,98,33,1
42,55,77,1
37,71,66,3
2,45,78,1
1,57,49,1
75,21,7,3
85,17,84,2
90,57,66,2
53,41,16,3
82,94,48,1
32,38,30,2
64,22,17,2
98,68,91,2
92,31,36,2
52,25,24,2
54,12,23,2
78,21,51,1
50,44,7,1
72,16,61,2
8,90,38,3
56,17,84,2
31,69,1,3
81,49,53,2
43,55,32,3
77,36,42,1
9,99,48,2
4,93,41,2
66,80,42,2
14,80,16,3
23,94,53,3
51,65,76,2
69,37,74,3
21,11,62,3
2,98,46,2
14,19,35,3
23,13,75,1
76,69,46,1
40,98,80,1
43,84,82,1
70,75,97,2
63,86,18,2
77,74,97,3
19,97,31,2
44,45,10,3
68,86,69,1
27,30,70,3
97,47,71,2
3,71,2,3
61,95,2,3
76,67,25,2
73,44,29,2
90,96,20,1
51,78,30,1
5,82,10,2
32,22,88,3
34,13,94,3
70,98,38,2
92,39,28,3
93,66,95,2
33,76,0,3
69,59,28,3
22,64,62,1
41,44,74,3
3,95,86,1
70,24,42,2
79,37,35,1
16,28,94,1
1,40,6,1
51,49,84,3
59,44,48,1
36,78,10,1
11,24,29,1
59,64,79,3
36,79,43,3
0,80,40,3
68,9,64,1
37,63,86,2
3,50,72,2
20,86,38,2
75,65,25,3
13,83,79,1
17,26,20,3
61,99,27,3
55,70,18,3
82,84,50,2
76,1,29,3
78,19,34,1
48,66,41,1
54,86,63,1
17,73,90,3
71,91,5,2
26,20,9,1
53,17,56,3
42,93,55,3
9,18,13,3
68,16,41,1
69,14,63,1
18,48,75,2
7,86,95,1
35,62,12,2
26,49,11,2
47,10,17,3
57,49,39,2
42,41,74,2
98,70,69,1
90,82,22,1
39,9,45,1
15,56,37,2
60,24,33,3
89,76,11,3
46,63,86,1
56,12,17,1
96,65,19,2
39,7,51,3
47,89,76,2
80,5,82,3
57,71,43,2
24,84,65,2
37,64,31,2
15,51,0,3
91,83,10,2
6,79,38,2
71,51,70,3
83,52,17,2
1,99,18,1
57,20,18,3
95,4,78,3
77,73,98,2
19,62,24,1
13,71,15,1
99,41,27,1
24,81,73,3
84,56,48,3
43,28,7,1
99,55,81,1
9,80,85,3
79,90,9,1
3,57,33,2
72,75,0,3
21,80,75,3
60,57,80,3
33,22,11,3
71,5,77,3
78,66,6,1
82,0,63,1
20,16,48,2
76,57,51,2
36,48,74,1
79,16,83,2
2,86,0,1
30,48,99,3
50,99,87,1
41,64,45,2
73,64,44,1
70,85,11,1
69,55,93,1
10,45,93,2
66,87,81,1
41,64,51,2
52,40,15,1
58,60,42,3
47,99,41,2
59,4,57,3
46,31,41,2
4,80,55,3
70,14,78,1
92,84,89,3
46,76,8,2
1,70,85,1
17,14,18,3
69,4,14,2
33,11,41,2
27,99,39,2
3,77,60,1
87,17,38,3
7,18,13,3
6,8,95,3
73,63,84,2
72,98,55,1
45,35,29,1
94,74,16,3
29,64,4,2
43,21,39,1
37,48,69,2
43,61,58,2
90,40,51,2
78,41,59,1
61,44,88,3
80,49,53,1
25,73,46,1
76,9,67,3
22,4,68,2
75,54,67,2
19,16,70,3
51,25,24,3
10,83,96,1
15,65,88,2
59,82,84,1
71,11,40,1
39,8,15,3
26,80,64,1
2,8,74,3
12,1,9,3
86,23,36,3
12,85,38,1
96,34,79,3
70,5,44,1
46,34,49,1
99,21,18,3
84,16,92,1
28,3,73,1
98,57,97,1
53,59,3,2
95,89,80,2
35,15,98,1
18,70,98,2
42,95,65,1
31,7,83,2
22,45,0,1
56,14,24,3
15,69,48,2
64,56,32,1
39,78,99,3
55,92,85,3
12,88,74,3
46,32,95,3
3,36,88,3
82,66,41,1
80,95,15,2
57,68,15,2
72,76,38,3
86,1,80,3
56,45,8,2
89,97,62,1
90,86,14,1
24,68,87,3
20,41,50,1
64,32,35,3
42,71,49,1
82,43,47,1
5,77,70,1
31,98,88,1
53,43,22,1
80,19,7,1
95,86,13,3
59,42,65,3
2,51,26,3
8,61,68,2
27,23,57,3
44,3,73,3
66,98,6,1
12,51,47,2
27,64,76,1
38,60,99,3
75,15,13,3
3,17,30,3
94,7,39,3
7,59,63,1
24,45,80,2
85,11,66,3
76,79,53,3
43,56,59,2
0,83,58,1
99,71,4,1
15,3,71,1
45,79,29,1
89,74,78,1
25,2,99,1
53,29,48,1
7,40,49,1
31,73,10,1
97,0,62,3
28,68,32,3
80,1,22,1
44,25,10,2
77,87,52,2
13,15,37,3
83,12,59,2
64,20,82,3
21,41,18,2
6,3,98,1
46,36,77,3
74,54,96,2
28,69,47,2
35,62,21,1
75,0,15,1
9,66,33,2
86,4,89,2
26,72,12,1
55,53,62,1
71,93,6,3
85,50,65,2
5,25,80,2
69,20,54,2
82,34,74,3
5,51,10,2
13,17,62,2
24,16,48,2
2,67,48,2
32,16,0,3
14,9,49,2
2,74,94,3
57,67,48,3
86,48,28,3
44,1,87,2
97,47,3,2
95,82,93,2
56,60,61,2
57,42,31,1
31,30,78,1
88,3,87,1
92,74,44,3
90,63,5,2
66,76,85,1
86,14,32,2
73,41,26,1
23,38,80,2
63,70,83,3
70,54,6,1
45,76,59,1
1,2,90,3
75,94,43,2
85,47,6,2
22,96,6,2
99,44,29,3
40,54,24,2
21,35,92,1
0,53,38,1
71,84,55,1
15,31,29,2
4,46,48,2
73,59,45,3
91,56,63,2
49,16,40,3
61,33,4,1
85,66,87,1
57,65,82,1
17,16,64,1
5,41,90,3
35,27,57,3
3,10,73,1
12,24,31,2
22,89,48,3
73,95,77,3
50,61,34,2
73,11,64,1
41,90,97,1
29,15,91,1
62,17,97,2
32,60,7,3
31,47,32,3
52,9,0,3
58,83,32,1
42,95,70,1
31,93,22,3
51,4,27,1
56,82,84,3
80,22,61,3
25,6,5,3
85,57,42,2
6,68,49,3
42,46,18,2
55,70,41,1
38,76,5,1
18,71,75,3
35,64,91,3
70,6,46,2
63,77,65,2
7,90,51,1
30,84,62,1
64,82,60,1
29,2,25,1
40,61,48,1
54,50,7,1
89,25,63,2
52,99,27,2
1,32,84,3
27,56,10,1
82,68,87,1
66,93,37,1
63,44,9,2
57,1,84,2
23,96,8,2
75,73,96,1
44,20,65,1
71,40,19,1
11,67,59,1
98,55,38,1
28,78,82,1
42,67,26,3
92,28,9,3
74,47,55,2
52,79,69,1
97,91,1,2
35,68,84,3
80,70,94,3
76,98,16,2
19,16,98,1
50,84,90,1
16,5,26,1
30,94,63,1
34,68,58,3
95,47,64,1
90,39,15,3
95,46,98,2
68,75,51,2
45,63,71,1
2,86,23,1
64,97,28,3
12,33,46,2
7,68,33,1
12,1,2,2
75,79,42,3
21,15,89,1
1,63,36,1
88,6,63,1
25,80,41,3
91,85,57,3
25,19,61,2
23,97,9,1
64,77,48,3
88,12,19,2
65,95,11,3
14,38,16,2
5,23,20,3
80,19,70,2
13,81,64,1
9,30,73,1
16,50,10,3
58,23,79,1
15,33,55,1
63,76,22,2
87,47,7,3
0,70,36,3
76,15,86,1
50,48,59,1
54,57,75,2
81,30,47,3
86,9,68,3
58,74,65,1
49,58,12,3
18,97,82,1
12,90,27,1
51,90,21,1
71,10,20,3
27,88,35,2
95,72,26,3
89,20,84,2
57,78,10,2
70,15,41,1
30,28,72,3
31,70,52,3
56,78,40,2
15,84,99,2
52,82,37,1
92,31,66,3
25,99,31,3
13,7,18,2
82,90,23,2
55,34,32,2
42,98,8,2
86,96,1,2
41,91,15,1
97,83,73,2
80,44,4,2
96,89,76,2
58,68,37,3
58,37,79,2
9,38,40,2
1,62,43,1
44,9,14,1
3,93,55,1
1,95,2,2
77,41,62,3
31,38,99,2
11,80,49,3
25,1,71,3
42,10,83,2
58,92,72,1
17,80,95,1
78,72,99,1
96,69,78,2
74,97,65,3
37,67,27,2
89,35,41,1
81,97,42,1
43,54,89,1
51,33,64,1
50,76,43,2
35,8,46,3
27,25,61,2
72,39,73,1
25,22,31,2
27,38,40,3
7,6,44,1
34,62,56,3
78,92,84,1
60,64,93,3
17,28,70,3
89,52,32,1
80,2,91,1
57,42,24,2
39,79,23,1
9,54,90,2
44,61,13,1
90,64,9,1
58,46,92,1
61,9,46,2
99,21,96,3
92,84,65,1
17,64,52,1
45,64,72,1
73,60,43,1
25,26,52,3
26,92,86,1
64,32,69,3
16,69,4,1
52,60,98,3
74,48,60,3
60,66,32,3
40,42,14,2
47,67,43,3
43,82,40,2
62,6,0,2
58,28,55,2
57,17,62,3
69,53,66,2
31,73,24,3
80,2,73,3
65,19,11,2
67,18,44,1
75,41,16,2
80,50,27,2
79,33,93,2
3,2,55,1
81,60,98,2
93,77,47,3
35,88,8,1
95,83,54,3
73,90,17,1
77,71,40,3
38,21,54,1
38,30,90,1
82,29,90,3
85,98,48,1
88,63,1,3
57,81,71,3
15,58,86,3
27,44,4,2
8,30,93,3
4,78,46,1
38,51,17,1
8,37,83,1
19,51,23,3
38,92,95,1
87,65,26,3
44,25,31,1
27,94,8,3
61,44,75,1
7,83,79,1
25,79,26,1
94,86,53,3
84,79,48,2
80,94,41,2
1,80,3,2
19,75,26,3
91,75,72,1
33,56,58,1
25,36,9,1
52,38,94,1
8,92,27,3
36,2,86,2
13,1,97,3
29,60,92,1
13,93,83,1
8,36,64,3
53,93,41,2
34,30,64,2
55,58,76,3
93,12,72,1
0,9,4,3
20,3,71,2
70,72,25,2
51,12,75,1
61,1,95,1
45,23,1,1
26,99,43,1
85,60,29,3
58,47,66,1
19,0,40,2
91,4,14,1
64,99,66,1
21,74,20,1
17,58,91,1
40,48,18,2
96,98,1,1
32,36,57,2
3,67,5,3
53,29,94,3
0,27,45,2
24,25,58,1
52,59,7,2
98,25,2,1
99,2,70,3
56,71,12,2
58,67,15,2
86,82,95,3
79,37,52,2
11,64,86,2
49,57,93,3
71,3,82,1
31,51,65,3
16,98,46,2
5,54,85,3
23,7,22,2
1,44,77,3
46,48,99,2
92,71,55,3
20,14,31,1
76,78,36,3
65,90,36,2
22,51,76,3
66,12,11,1
38,96,89,1
7,62,52,2
26,87,74,1
7,75,19,2
94,53,89,1
89,58,36,2
23,32,88,1
1,24,46,3
17,25,81,1
25,42,10,1
93,15,66,1
38,33,14,1
37,22,83,1
69,66,90,3
81,80,78,1
73,4,14,3
57,99,47,3
20,57,52,2
44,19,93,1
30,89,18,1
63,54,75,1
89,0,71,3
64,27,85,2
33,19,34,2
31,57,28,2
92,57,60,2
6,17,83,3
97,91,74,3
57,95,55,1
78,1,19,2
80,94,74,2
47,87,65,1
24,45,60,1
6,18,47,1
11,67,47,1
92,34,46,1
19,65,30,2
92,38,33,3
95,71,85,1
93,51,17,3
33,74,29,2
56,9,74,3
64,19,18,2
63,6,33,1
36,67,24,3
9,55,94,3
93,76,78,3
87,86,77,3
74,55,11,1
19,55,1,3
67,31,63,2
59,41,96,3
76,78,21,3
63,44,23,1
63,7,1,1
50,81,71,1
63,43,22,1
86,76,41,3
12,71,0,3
44,91,63,3
32,79,44,3
38,5,26,1
31,83,35,3
20,58,31,2
26,44,9,1
3,64,77,3
61,4,15,3
82,22,32,2
42,48,78,3
18,91,42,3
91,50,90,1
34,14,47,1
73,37,95,1
45,91,48,2
31,37,54,1
15,12,40,1
32,61,40,1
76,35,54,1
52,59,3,2
98,26,17,1
93,48,18,1
38,6,72,2
63,2,85,1
55,62,78,3
30,99,90,3
0,11,93,3
71,6,66,1
2,24,0,2
7,62,46,1
9,75,74,2
45,97,98,1
20,57,15,2
80,74,34,1
70,87,7,3
73,43,25,2
21,67,51,1
77,84,48,2
47,10,16,1
36,11,39,3
43,64,93,3
33,59,54,2
27,55,30,1
54,35,95,2
60,50,14,1
62,45,24,2
69,22,66,1
22,0,53,1
22,57,37,2
49,23,81,2
71,49,54,3
61,63,3,1
22,2,55,3
68,66,11,1
99,45,81,1
45,91,41,1
49,14,18,2
58,97,54,1
11,77,78,2
23,10,96,2
95,2,23,1
78,79,87,3
64,53,58,2
63,17,13,1
60,84,93,1
23,40,9,3
82,47,20,1
36,98,12,3
54,11,44,3
96,71,46,2
36,94,10,1
94,58,84,1
33,38,84,3
67,23,93,2
63,71,2,2
63,2,50,1
86,7,56,3
21,1,66,2
64,30,61,2
55,57,16,3
6,44,46,2
37,94,3,1
62,45,37,2
82,5,38,1
61,1,86,1
6,77,24,2
69,33,60,2
5,37,7,2
30,27,72,2
78,37,95,3
65,28,58,2
27,8,62,2
44,63,18,1
63,96,71,2
96,69,41,3
18,74,47,2
81,84,43,3
38,24,67,1
89,73,98,1
11,6,64,2
95,3,31,1
5,76,61,2
21,77,66,2
71,84,92,3
57,63,13,2
10,75,92,1
28,21,97,3
18,56,20,1
0,30,22,2
71,65,67,1
71,94,75,3
16,13,80,3
3,16,84,1
44,90,16,1
48,34,28,2
81,55,84,2
80,31,12,3
61,36,91,1
59,81,36,2
76,94,20,1
77,45,18,1
91,72,7,2
53,86,9,3
89,57,1,1
85,94,29,1
29,22,41,3
99,35,60,2
82,64,12,1
41,3,81,1
39,68,22,2
30,59,75,2
34,51,9,3
50,84,81,2
93,75,0,1
62,15,16,1
35,26,85,2
0,37,33,1
64,87,57,1
42,27,35,1
78,85,19,1
37,59,95,1
69,52,72,1
15,61,81,2
12,78,76,2
18,24,94,3
67,26,11,1
64,1,85,2
3,62,17,3
55,71,28,1
81,45,12,3
31,34,10,2
67,74,25,1
89,62,33,3
61,59,41,1
79,91,40,2
66,15,63,2
11,56,97,3
20,61,94,1
27,80,17,1
7,6,52,1
64,20,12,2
14,41,73,3
1,86,22,3
91,52,19,3
87,75,37,1
97,34,19,3
1,33,61,1
68,21,10,1
71,95,65,2
71,93,63,1
22,75,53,2
84,21,0,1
95,20,89,2
80,4,68,1
29,45,77,3
3,82,84,2
0,34,66,2
30,7,86,2
95,17,30,1
1,36,57,2
36,37,96,1
66,70,52,1
57,66,28,2
79,73,13,1
20,75,82,2
88,28,20,2
16,63,39,3
51,88,78,1
86,17,15,1
73,7,2,3
60,88,11,2
86,73,42,2
99,83,46,1
87,93,11,1
70,78,56,3
38,68,73,3
16,48,21,3
33,42,35,1
81,47,28,1
82,96,3,3
85,68,84,3
83,70,53,1
91,46,0,2
75,7,35,3
98,95,32,2
80,88,33,1
8,18,74,3
76,54,74,2
47,72,21,3
99,5,95,2
76,59,86,2
27,53,42,3
18,51,64,3
